id,gene,cell,nsnp,b,se,CIlower,CIupper,pval,intercept,intercept_se,inter_CIlower,inter_CIupper,intercept_pval,hetero_Q,hetero_pvale,lo_ci,up_ci,or,or_lci95,or_uci95,fdr,cancer,cancerid,match,PPH4.PWCOCO.,ldcheck,H4..conventional.coloc.
"HLA-DQA1_T cell, CD4, naive TREG",HLA-DQA1,"T cell, CD4, naive TREG",1,-0.149494626,0.037769145,NA,NA,7.55E-05,NA,NA,NA,NA,NA,NA,NA,-0.223522151,-0.075467102,0.861143066,0.799697178,0.927310237,0.028228728,Cervical cancer,finn-b-C3_CERVIX_UTERI,"HLA-DQA1_T cell, CD4, naive TREG_Cervical cancer_finn-b-C3_CERVIX_UTERI",1.02E-10,1,1
"HLA-DPA2_B cell, naive",HLA-DPA2,"B cell, naive",1,-0.22618537,0.054638903,NA,NA,3.48E-05,NA,NA,NA,NA,NA,NA,NA,-0.333277621,-0.11909312,0.797570242,0.716571231,0.887725132,0.018882186,Cervical cancer,finn-b-C3_CERVIX_UTERI,"HLA-DPA2_B cell, naive_Cervical cancer_finn-b-C3_CERVIX_UTERI",1.13E-09,1,1
"XXbac-BPG299F13.17_B cell, naive",XXbac-BPG299F13.17,"B cell, naive",1,0.218307888,0.050797036,NA,NA,1.73E-05,NA,NA,NA,NA,NA,NA,NA,0.118745698,0.317870078,1.243970012,1.126083516,1.374197711,0.014334035,Cervical cancer,finn-b-C3_CERVIX_UTERI,"XXbac-BPG299F13.17_B cell, naive_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.95E-06,1,1
"HCG27_T cell, CD4, TFH",HCG27,"T cell, CD4, TFH",1,-0.199226273,0.046357025,NA,NA,1.73E-05,NA,NA,NA,NA,NA,NA,NA,-0.290086041,-0.108366505,0.819364473,0.748199189,0.897298672,0.014334035,Cervical cancer,finn-b-C3_CERVIX_UTERI,"HCG27_T cell, CD4, TFH_Cervical cancer_finn-b-C3_CERVIX_UTERI",5.71E-05,1,1
"ORMDL3_T cell, CD4, TH17",ORMDL3,"T cell, CD4, TH17",1,-0.168708214,0.038411245,NA,NA,1.12E-05,NA,NA,NA,NA,NA,NA,NA,-0.243994254,-0.093422173,0.844755356,0.783492136,0.9108089,0.011183512,Cervical cancer,finn-b-C3_CERVIX_UTERI,"ORMDL3_T cell, CD4, TH17_Cervical cancer_finn-b-C3_CERVIX_UTERI",0.290500279,1,1
"IVD_T cell, CD4, naive TREG",IVD,"T cell, CD4, naive TREG",1,-0.09260512,0.020597901,NA,NA,6.93E-06,NA,NA,NA,NA,NA,NA,NA,-0.132977007,-0.052233233,0.911553383,0.875485222,0.949107478,0.007905394,Lung cancer,ieu-a-966,"IVD_T cell, CD4, naive TREG_Lung cancer_ieu-a-966",0.975713319,0.992199272,0.975713
"IREB2_Monocyte, classical",IREB2,"Monocyte, classical",1,-0.214717649,0.019352208,NA,NA,1.32E-28,NA,NA,NA,NA,NA,NA,NA,-0.252647976,-0.176787322,0.8067692,0.776741265,0.837957981,6.77E-25,Lung cancer,ieu-a-966,"IREB2_Monocyte, classical_Lung cancer_ieu-a-966",0.970308997,1,0.970309
"HLA-W_T cell, CD8, naive",HLA-W,"T cell, CD8, naive",1,0.118545781,0.026881934,NA,NA,1.03E-05,NA,NA,NA,NA,NA,NA,NA,0.065857191,0.171234371,1.125858416,1.068074176,1.18676886,0.009629669,Lung cancer,ieu-a-966,"HLA-W_T cell, CD8, naive_Lung cancer_ieu-a-966",0.01504817,0.9024639,1
"FADS1_T cell, CD4, TFH",FADS1,"T cell, CD4, TFH",1,-0.072722423,0.018275962,NA,NA,6.92E-05,NA,NA,NA,NA,NA,NA,NA,-0.108543309,-0.036901537,0.929858901,0.897140039,0.963771026,0.04024714,Lung cancer,ieu-a-966,"FADS1_T cell, CD4, TFH_Lung cancer_ieu-a-966",0.000125724,1,1
"IREB2_T cell, CD4, TH17",IREB2,"T cell, CD4, TH17",1,-0.220014938,0.020027378,NA,NA,4.48E-28,NA,NA,NA,NA,NA,NA,NA,-0.259268598,-0.180761278,0.80250681,0.771615741,0.834634581,1.25E-24,Lung cancer,ieu-a-966,"IREB2_T cell, CD4, TH17_Lung cancer_ieu-a-966",0.960745771,1,0.960746
"IREB2_T cell, CD4, TH2",IREB2,"T cell, CD4, TH2",1,-0.234227814,0.021321138,NA,NA,4.48E-28,NA,NA,NA,NA,NA,NA,NA,-0.276017244,-0.192438383,0.791181553,0.758799846,0.824945147,1.25E-24,Lung cancer,ieu-a-966,"IREB2_T cell, CD4, TH2_Lung cancer_ieu-a-966",0.960793603,1,0.960794
"ZFP57_Monocyte, classical",ZFP57,"Monocyte, classical",1,0.082960649,0.019200882,NA,NA,1.56E-05,NA,NA,NA,NA,NA,NA,NA,0.04532692,0.120594377,1.086499052,1.046369884,1.128167209,0.010861773,Lung cancer,ieu-a-966,"ZFP57_Monocyte, classical_Lung cancer_ieu-a-966",0.951400712,0.986712436,0.951401
"MOG_NK cell, CD56dim CD16+",MOG,"NK cell, CD56dim CD16+",1,0.084575869,0.019574718,NA,NA,1.56E-05,NA,NA,NA,NA,NA,NA,NA,0.046209423,0.122942316,1.088255406,1.047293715,1.130819188,0.010861773,Lung cancer,ieu-a-966,"MOG_NK cell, CD56dim CD16+_Lung cancer_ieu-a-966",0.013831172,0.986712436,1
"MOG_T cell, CD4, memory TREG",MOG,"T cell, CD4, memory TREG",1,0.096148345,0.022253117,NA,NA,1.56E-05,NA,NA,NA,NA,NA,NA,NA,0.052532236,0.139764454,1.100922369,1.053936537,1.150002889,0.010861773,Lung cancer,ieu-a-966,"MOG_T cell, CD4, memory TREG_Lung cancer_ieu-a-966",0.947812668,0.986712436,0.947813
"CYP21A2_T cell, CD4, TH2",CYP21A2,"T cell, CD4, TH2",1,0.102475691,0.021188668,NA,NA,1.32E-06,NA,NA,NA,NA,NA,NA,NA,0.060945902,0.14400548,1.10791037,1.062841416,1.154890437,0.001846855,Lung cancer,ieu-a-966,"CYP21A2_T cell, CD4, TH2_Lung cancer_ieu-a-966",0.001655145,0.98697668,1
"CYP21A2_T cell, CD4, naive",CYP21A2,"T cell, CD4, naive",1,0.100120654,0.020701722,NA,NA,1.32E-06,NA,NA,NA,NA,NA,NA,NA,0.059545279,0.140696029,1.105304269,1.061353817,1.151074702,0.001846855,Lung cancer,ieu-a-966,"CYP21A2_T cell, CD4, naive_Lung cancer_ieu-a-966",0.930377531,0.98697668,0.930378
"ZSCAN29_T cell, CD8, naive",ZSCAN29,"T cell, CD8, naive",1,0.091992742,0.022869752,NA,NA,5.76E-05,NA,NA,NA,NA,NA,NA,NA,0.047168027,0.136817456,1.096356864,1.048298137,1.146618821,0.036558214,Lung cancer,ieu-a-966,"ZSCAN29_T cell, CD8, naive_Lung cancer_ieu-a-966",0.048909764,1,0.939182
"GBAP1_T cell, CD4, TH17",GBAP1,"T cell, CD4, TH17",1,-0.085425765,0.017315567,NA,NA,8.08E-07,NA,NA,NA,NA,NA,NA,NA,-0.119364276,-0.051487253,0.918121298,0.887484453,0.949815757,0.001611622,Lung cancer,ieu-a-966,"GBAP1_T cell, CD4, TH17_Lung cancer_ieu-a-966",0.989325726,1,0.989326
"GABBR1_NK cell, CD56dim CD16+",GABBR1,"NK cell, CD56dim CD16+",1,0.098034162,0.022689359,NA,NA,1.56E-05,NA,NA,NA,NA,NA,NA,NA,0.053563018,0.142505306,1.103000465,1.055023475,1.153159199,0.010861773,Lung cancer,ieu-a-966,"GABBR1_NK cell, CD56dim CD16+_Lung cancer_ieu-a-966",0.013831119,1,1
"GBAP1_NK cell, CD56dim CD16+",GBAP1,"NK cell, CD56dim CD16+",1,-0.094442035,0.019378237,NA,NA,1.10E-06,NA,NA,NA,NA,NA,NA,NA,-0.132423379,-0.056460691,0.909880474,0.875970049,0.945103635,0.001846855,Lung cancer,ieu-a-966,"GBAP1_NK cell, CD56dim CD16+_Lung cancer_ieu-a-966",0.976928064,1,0.976928
"IREB2_B cell, naive",IREB2,"B cell, naive",1,-0.244755742,0.021739293,NA,NA,2.10E-29,NA,NA,NA,NA,NA,NA,NA,-0.287364756,-0.202146727,0.782895744,0.750238025,0.816975047,2.93E-25,Lung cancer,ieu-a-966,"IREB2_B cell, naive_Lung cancer_ieu-a-966",0.094328083,1,1
"IVD_T cell, CD8, naive",IVD,"T cell, CD8, naive",1,-0.091925109,0.020936897,NA,NA,1.13E-05,NA,NA,NA,NA,NA,NA,NA,-0.132961426,-0.050888791,0.912173461,0.875498863,0.950384356,0.009867056,Lung cancer,ieu-a-966,"IVD_T cell, CD8, naive_Lung cancer_ieu-a-966",0.958394258,1,0.958394
"ZSCAN29_T cell, CD4, TH1",ZSCAN29,"T cell, CD4, TH1",1,0.103554698,0.025946878,NA,NA,6.58E-05,NA,NA,NA,NA,NA,NA,NA,0.052698817,0.154410578,1.109106457,1.054112117,1.16696992,0.039944578,Lung cancer,ieu-a-966,"ZSCAN29_T cell, CD4, TH1_Lung cancer_ieu-a-966",0.674762577,1,0.874452
"RP11-650L12.2_Monocyte, non-classical",RP11-650L12.2,"Monocyte, non-classical",1,-0.096134827,0.020206097,NA,NA,1.96E-06,NA,NA,NA,NA,NA,NA,NA,-0.135738777,-0.056530876,0.908341539,0.873070669,0.945037305,0.002485743,Lung cancer,ieu-a-966,"RP11-650L12.2_Monocyte, non-classical_Lung cancer_ieu-a-966",0.263099923,0.991526029,1
"CHRNA5_Monocyte, classical",CHRNA5,"Monocyte, classical",1,-0.149052627,0.019383515,NA,NA,1.48E-14,NA,NA,NA,NA,NA,NA,NA,-0.187044317,-0.111060938,0.861523774,0.829406979,0.894884215,3.43E-11,Lung cancer,ieu-a-966,"CHRNA5_Monocyte, classical_Lung cancer_ieu-a-966",0.970309131,1,0.970309
"LRRC37A4P_Monocyte, classical",LRRC37A4P,"Monocyte, classical",1,-0.093151299,0.013031272,NA,NA,8.79E-13,NA,NA,NA,NA,NA,NA,NA,-0.118692593,-0.067610006,0.911055648,0.888080761,0.934624901,7.42E-10,Ovarian cancer,ieu-a-1120,"LRRC37A4P_Monocyte, classical_Ovarian cancer_ieu-a-1120",0.248721066,1,1
"LRRC37A4P_T cell, CD4, TFH",LRRC37A4P,"T cell, CD4, TFH",1,-0.094519933,0.013222735,NA,NA,8.79E-13,NA,NA,NA,NA,NA,NA,NA,-0.120436494,-0.068603372,0.909809599,0.886533385,0.933696937,7.42E-10,Ovarian cancer,ieu-a-1120,"LRRC37A4P_T cell, CD4, TFH_Ovarian cancer_ieu-a-1120",0.252469015,1,1
"LRRC37A4P_T cell, CD4, TH1 TH17",LRRC37A4P,"T cell, CD4, TH1 TH17",1,-0.093624999,0.01309754,NA,NA,8.79E-13,NA,NA,NA,NA,NA,NA,NA,-0.119296176,-0.067953821,0.910624184,0.887544892,0.934303618,7.42E-10,Ovarian cancer,ieu-a-1120,"LRRC37A4P_T cell, CD4, TH1 TH17_Ovarian cancer_ieu-a-1120",0.271971885,1,0.99454
"TTC28_B cell, naive",TTC28,"B cell, naive",1,-0.064075109,0.016309022,NA,NA,8.54E-05,NA,NA,NA,NA,NA,NA,NA,-0.096040792,-0.032109425,0.93793455,0.908426958,0.96840061,0.009650297,Ovarian cancer,ieu-a-1120,"TTC28_B cell, naive_Ovarian cancer_ieu-a-1120",0.313030684,0.989344537,0.947449
"PRC1-AS1_Monocyte, classical",PRC1-AS1,"Monocyte, classical",1,0.100346955,0.019867486,NA,NA,4.40E-07,NA,NA,NA,NA,NA,NA,NA,0.061406683,0.139287226,1.105554429,1.063331265,1.149454206,5.93E-05,Ovarian cancer,ieu-a-1120,"PRC1-AS1_Monocyte, classical_Ovarian cancer_ieu-a-1120",0.907991849,1,0.907992
"PRC1-AS1_T cell, CD8, naive",PRC1-AS1,"T cell, CD8, naive",1,0.1025565,0.020304949,NA,NA,4.40E-07,NA,NA,NA,NA,NA,NA,NA,0.0627588,0.142354199,1.107999902,1.064769986,1.152984963,5.93E-05,Ovarian cancer,ieu-a-1120,"PRC1-AS1_T cell, CD8, naive_Ovarian cancer_ieu-a-1120",0.885707523,1,0.885708
"RCCD1_T cell, CD4, TH1",RCCD1,"T cell, CD4, TH1",1,-0.105427351,0.020873343,NA,NA,4.40E-07,NA,NA,NA,NA,NA,NA,NA,-0.146339103,-0.064515599,0.89993985,0.863864715,0.93752149,5.93E-05,Ovarian cancer,ieu-a-1120,"RCCD1_T cell, CD4, TH1_Ovarian cancer_ieu-a-1120",0.967726791,1,0.967727
"RP5-1021I20.1_T cell, CD4, TH2",RP5-1021I20.1,"T cell, CD4, TH2",1,0.061246918,0.016051048,NA,NA,0.000135765,NA,NA,NA,NA,NA,NA,NA,0.029786865,0.092706972,1.063161396,1.030234931,1.097140195,0.014889609,Ovarian cancer,ieu-a-1120,"RP5-1021I20.1_T cell, CD4, TH2_Ovarian cancer_ieu-a-1120",0.013810297,0.933745353,0.903246
"RP5-1021I20.1_T cell, CD4, TH1 TH17",RP5-1021I20.1,"T cell, CD4, TH1 TH17",1,0.063257152,0.016577872,NA,NA,0.000135765,NA,NA,NA,NA,NA,NA,NA,0.030764523,0.09574978,1.065300748,1.031242641,1.100483667,0.014889609,Ovarian cancer,ieu-a-1120,"RP5-1021I20.1_T cell, CD4, TH1 TH17_Ovarian cancer_ieu-a-1120",0.010159174,0.933745353,0.917591
"TTC28_Monocyte, non-classical",TTC28,"Monocyte, non-classical",1,-0.06769598,0.017434104,NA,NA,0.000103191,NA,NA,NA,NA,NA,NA,NA,-0.101866823,-0.033525136,0.934544551,0.903149822,0.967030604,0.01157633,Ovarian cancer,ieu-a-1120,"TTC28_Monocyte, non-classical_Ovarian cancer_ieu-a-1120",0.31689938,1,0.921133
"RP11-259G18.3_Monocyte, classical",RP11-259G18.3,"Monocyte, classical",1,0.113131376,0.016990503,NA,NA,2.77E-11,NA,NA,NA,NA,NA,NA,NA,0.079829991,0.146432761,1.119779035,1.083102914,1.157697085,5.13E-09,Ovarian cancer,ieu-a-1120,"RP11-259G18.3_Monocyte, classical_Ovarian cancer_ieu-a-1120",0.781723667,0.988568856,0.816666
"RCCD1_T cell, CD4, TH17",RCCD1,"T cell, CD4, TH17",1,-0.10079209,0.020290321,NA,NA,6.78E-07,NA,NA,NA,NA,NA,NA,NA,-0.140561118,-0.061023062,0.904120989,0.86887056,0.940801543,8.59E-05,Ovarian cancer,ieu-a-1120,"RCCD1_T cell, CD4, TH17_Ovarian cancer_ieu-a-1120",0.965822485,1,0.965822
"COPZ2_Monocyte, classical",COPZ2,"Monocyte, classical",1,0.056782753,0.013758295,NA,NA,3.67E-05,NA,NA,NA,NA,NA,NA,NA,0.029816495,0.083749011,1.058425845,1.030265458,1.087355945,0.004249839,Ovarian cancer,ieu-a-1120,"COPZ2_Monocyte, classical_Ovarian cancer_ieu-a-1120",3.19E-11,0.861646206,1
"CRHR1-IT1_Monocyte, non-classical",CRHR1-IT1,"Monocyte, non-classical",1,0.071245049,0.013604493,NA,NA,1.63E-07,NA,NA,NA,NA,NA,NA,NA,0.044580244,0.097909855,1.073844338,1.045588875,1.102863362,2.33E-05,Ovarian cancer,ieu-a-1120,"CRHR1-IT1_Monocyte, non-classical_Ovarian cancer_ieu-a-1120",0.432682778,0.834389076,1
"ARL17A_T cell, CD4, TH2",ARL17A,"T cell, CD4, TH2",1,0.11624768,0.016880647,NA,NA,5.72E-12,NA,NA,NA,NA,NA,NA,NA,0.083161612,0.149333749,1.12327405,1.086717421,1.161060427,1.25E-09,Ovarian cancer,ieu-a-1120,"ARL17A_T cell, CD4, TH2_Ovarian cancer_ieu-a-1120",0.398527752,0.945968267,1
"ARL17A_T cell, CD4, naive activated",ARL17A,"T cell, CD4, naive activated",1,0.102038512,0.014817295,NA,NA,5.72E-12,NA,NA,NA,NA,NA,NA,NA,0.072996614,0.131080409,1.10742612,1.075726895,1.140059449,1.25E-09,Ovarian cancer,ieu-a-1120,"ARL17A_T cell, CD4, naive activated_Ovarian cancer_ieu-a-1120",0.375779309,0.945968267,0.99449
"WNT3_B cell, naive",WNT3,"B cell, naive",1,0.104381101,0.016644259,NA,NA,3.58E-10,NA,NA,NA,NA,NA,NA,NA,0.071758353,0.137003849,1.110023405,1.074395688,1.146832562,5.72E-08,Ovarian cancer,ieu-a-1120,"WNT3_B cell, naive_Ovarian cancer_ieu-a-1120",0.83216194,0.99500226,0.832162
"RP11-259G18.3_T cell, CD8, naive",RP11-259G18.3,"T cell, CD8, naive",1,0.092535982,0.014288123,NA,NA,9.39E-11,NA,NA,NA,NA,NA,NA,NA,0.064531261,0.120540703,1.096952611,1.066658923,1.128106657,1.55E-08,Ovarian cancer,ieu-a-1120,"RP11-259G18.3_T cell, CD8, naive_Ovarian cancer_ieu-a-1120",0.94189965,0.982641986,0.9419
"RP11-259G18.3_T cell, CD4, naive activated",RP11-259G18.3,"T cell, CD4, naive activated",1,0.086401463,0.013340915,NA,NA,9.39E-11,NA,NA,NA,NA,NA,NA,NA,0.060253268,0.112549657,1.090243933,1.06210551,1.119127828,1.55E-08,Ovarian cancer,ieu-a-1120,"RP11-259G18.3_T cell, CD4, naive activated_Ovarian cancer_ieu-a-1120",0.920790579,0.982641986,0.920791
"RP11-259G18.3_T cell, CD4, TH2",RP11-259G18.3,"T cell, CD4, TH2",1,0.087074908,0.013476078,NA,NA,1.04E-10,NA,NA,NA,NA,NA,NA,NA,0.060661795,0.113488021,1.0909784,1.062539497,1.12017847,1.67E-08,Ovarian cancer,ieu-a-1120,"RP11-259G18.3_T cell, CD4, TH2_Ovarian cancer_ieu-a-1120",0.867579479,1,0.867579
"RP11-259G18.3_Monocyte, non-classical",RP11-259G18.3,"Monocyte, non-classical",1,0.103372107,0.015998301,NA,NA,1.04E-10,NA,NA,NA,NA,NA,NA,NA,0.072015437,0.134728778,1.108903964,1.074671934,1.144226403,1.67E-08,Ovarian cancer,ieu-a-1120,"RP11-259G18.3_Monocyte, non-classical_Ovarian cancer_ieu-a-1120",0.974547877,1,0.974548
"DUS2_Monocyte, classical",DUS2,"Monocyte, classical",1,0.060598838,0.016435983,NA,NA,0.000226948,NA,NA,NA,NA,NA,NA,NA,0.028384311,0.092813365,1.062472605,1.028790984,1.097256929,0.024523697,Ovarian cancer,ieu-a-1120,"DUS2_Monocyte, classical_Ovarian cancer_ieu-a-1120",0.310813886,1,1
"RP11-707O23.5_B cell, naive",RP11-707O23.5,"B cell, naive",1,0.101279223,0.014231167,NA,NA,1.11E-12,NA,NA,NA,NA,NA,NA,NA,0.073386135,0.129172311,1.106585582,1.076145994,1.137886177,7.42E-10,Ovarian cancer,ieu-a-1120,"RP11-707O23.5_B cell, naive_Ovarian cancer_ieu-a-1120",0.323414525,0.942281787,1
"OCEL1_T cell, CD4, TFH",OCEL1,"T cell, CD4, TFH",1,-0.080341642,0.01494663,NA,NA,7.65E-08,NA,NA,NA,NA,NA,NA,NA,-0.109637037,-0.051046247,0.922801025,0.896159349,0.950234724,1.12E-05,Ovarian cancer,ieu-a-1120,"OCEL1_T cell, CD4, TFH_Ovarian cancer_ieu-a-1120",0.999023154,1,0.999023
"OCEL1_T cell, CD4, naive TREG",OCEL1,"T cell, CD4, naive TREG",1,-0.087339233,0.016248451,NA,NA,7.65E-08,NA,NA,NA,NA,NA,NA,NA,-0.119186196,-0.05549227,0.916366181,0.88764251,0.946019337,1.12E-05,Ovarian cancer,ieu-a-1120,"OCEL1_T cell, CD4, naive TREG_Ovarian cancer_ieu-a-1120",0.99899883,1,0.998999
"OCEL1_Monocyte, non-classical",OCEL1,"Monocyte, non-classical",1,0.088827359,0.016525299,NA,NA,7.65E-08,NA,NA,NA,NA,NA,NA,NA,0.056437773,0.121216946,1.092891962,1.058060772,1.12886979,1.12E-05,Ovarian cancer,ieu-a-1120,"OCEL1_Monocyte, non-classical_Ovarian cancer_ieu-a-1120",0.998957262,1,0.998957
"OCEL1_T cell, CD4, naive",OCEL1,"T cell, CD4, naive",1,-0.093996488,0.017486956,NA,NA,7.65E-08,NA,NA,NA,NA,NA,NA,NA,-0.128270921,-0.059722055,0.910285959,0.879615041,0.942026329,1.12E-05,Ovarian cancer,ieu-a-1120,"OCEL1_T cell, CD4, naive_Ovarian cancer_ieu-a-1120",0.040614925,1,0.998918
"OCEL1_T cell, CD8, naive",OCEL1,"T cell, CD8, naive",1,-0.085540331,0.015913786,NA,NA,7.65E-08,NA,NA,NA,NA,NA,NA,NA,-0.116731351,-0.054349311,0.918016118,0.889824212,0.947101216,1.12E-05,Ovarian cancer,ieu-a-1120,"OCEL1_T cell, CD8, naive_Ovarian cancer_ieu-a-1120",0.998712244,1,0.998712
"RP11-707O23.5_T cell, CD4, TH1",RP11-707O23.5,"T cell, CD4, TH1",1,0.06609157,0.00994622,NA,NA,3.03E-11,NA,NA,NA,NA,NA,NA,NA,0.046596979,0.085586162,1.06832454,1.047699679,1.089355418,5.13E-09,Ovarian cancer,ieu-a-1120,"RP11-707O23.5_T cell, CD4, TH1_Ovarian cancer_ieu-a-1120",0.378849353,0.852108071,0.995769
"RP11-259G18.3_T cell, CD4, TH17",RP11-259G18.3,"T cell, CD4, TH17",1,0.079061874,0.011898141,NA,NA,3.03E-11,NA,NA,NA,NA,NA,NA,NA,0.055741518,0.10238223,1.082271284,1.057324349,1.107806828,5.13E-09,Ovarian cancer,ieu-a-1120,"RP11-259G18.3_T cell, CD4, TH17_Ovarian cancer_ieu-a-1120",0.34165246,0.852108071,1
"RP11-707O23.5_T cell, CD4, TH2",RP11-707O23.5,"T cell, CD4, TH2",1,0.0695843,0.010471846,NA,NA,3.03E-11,NA,NA,NA,NA,NA,NA,NA,0.049059481,0.090109119,1.072062432,1.050282821,1.094293685,5.13E-09,Ovarian cancer,ieu-a-1120,"RP11-707O23.5_T cell, CD4, TH2_Ovarian cancer_ieu-a-1120",0.36188322,0.852108071,1
"RP11-707O23.5_T cell, CD8, naive activated",RP11-707O23.5,"T cell, CD8, naive activated",1,0.071827692,0.010809458,NA,NA,3.03E-11,NA,NA,NA,NA,NA,NA,NA,0.050641154,0.093014229,1.074470188,1.051945339,1.097477351,5.13E-09,Ovarian cancer,ieu-a-1120,"RP11-707O23.5_T cell, CD8, naive activated_Ovarian cancer_ieu-a-1120",0.046751982,0.852108071,1
"DND1P1_T cell, CD4, TFH",DND1P1,"T cell, CD4, TFH",1,0.066677774,0.010034439,NA,NA,3.03E-11,NA,NA,NA,NA,NA,NA,NA,0.047010274,0.086345274,1.068950979,1.048132777,1.090182675,5.13E-09,Ovarian cancer,ieu-a-1120,"DND1P1_T cell, CD4, TFH_Ovarian cancer_ieu-a-1120",0.321993624,0.852108071,1
"KANSL1-AS1_T cell, CD8, naive activated",KANSL1-AS1,"T cell, CD8, naive activated",1,0.07160419,0.010775823,NA,NA,3.03E-11,NA,NA,NA,NA,NA,NA,NA,0.050483577,0.092724802,1.074230069,1.05177959,1.097159758,5.13E-09,Ovarian cancer,ieu-a-1120,"KANSL1-AS1_T cell, CD8, naive activated_Ovarian cancer_ieu-a-1120",0.046751714,0.852108071,1
"RP11-707O23.5_T cell, CD4, TH17",RP11-707O23.5,"T cell, CD4, TH17",1,0.074850866,0.01126442,NA,NA,3.03E-11,NA,NA,NA,NA,NA,NA,NA,0.052772603,0.096929129,1.077723414,1.054189898,1.101782286,5.13E-09,Ovarian cancer,ieu-a-1120,"RP11-707O23.5_T cell, CD4, TH17_Ovarian cancer_ieu-a-1120",0.34165246,0.852108071,1
"RP11-707O23.5_T cell, CD8, naive",RP11-707O23.5,"T cell, CD8, naive",1,0.074198176,0.011166196,NA,NA,3.03E-11,NA,NA,NA,NA,NA,NA,NA,0.052312433,0.096083919,1.077020224,1.053704903,1.100851443,5.13E-09,Ovarian cancer,ieu-a-1120,"RP11-707O23.5_T cell, CD8, naive_Ovarian cancer_ieu-a-1120",0.328355026,0.852108071,1
"RP11-707O23.5_T cell, CD4, TFH",RP11-707O23.5,"T cell, CD4, TFH",1,0.065410613,0.009843742,NA,NA,3.03E-11,NA,NA,NA,NA,NA,NA,NA,0.046116879,0.084704348,1.067597304,1.047196799,1.088395233,5.13E-09,Ovarian cancer,ieu-a-1120,"RP11-707O23.5_T cell, CD4, TFH_Ovarian cancer_ieu-a-1120",0.321993624,0.852108071,1
"CMC2_T cell, CD4, naive activated",CMC2,"T cell, CD4, naive activated",1,-0.06692523,0.017880451,NA,NA,0.000181889,NA,NA,NA,NA,NA,NA,NA,-0.101970914,-0.031879546,0.935265128,0.903055818,0.968623249,0.019800277,Ovarian cancer,ieu-a-1120,"CMC2_T cell, CD4, naive activated_Ovarian cancer_ieu-a-1120",0.75601602,0.967732583,0.889999
"LRRC37A4P_T cell, CD4, memory TREG",LRRC37A4P,"T cell, CD4, memory TREG",1,-0.089626261,0.01255722,NA,NA,9.51E-13,NA,NA,NA,NA,NA,NA,NA,-0.114238412,-0.065014111,0.91427282,0.892045256,0.937054241,7.42E-10,Ovarian cancer,ieu-a-1120,"LRRC37A4P_T cell, CD4, memory TREG_Ovarian cancer_ieu-a-1120",0.334698438,0.989700657,1
"LRRC37A4P_T cell, CD4, naive TREG",LRRC37A4P,"T cell, CD4, naive TREG",1,-0.094022707,0.013754859,NA,NA,8.17E-12,NA,NA,NA,NA,NA,NA,NA,-0.12098223,-0.067063183,0.910262093,0.886049704,0.935136114,1.74E-09,Ovarian cancer,ieu-a-1120,"LRRC37A4P_T cell, CD4, naive TREG_Ovarian cancer_ieu-a-1120",0.333887713,0.93480279,1
"LRRC37A4P_T cell, CD4, naive",LRRC37A4P,"T cell, CD4, naive",1,-0.089716221,0.01312485,NA,NA,8.17E-12,NA,NA,NA,NA,NA,NA,NA,-0.115440927,-0.063991514,0.914190577,0.890973203,0.93801296,1.74E-09,Ovarian cancer,ieu-a-1120,"LRRC37A4P_T cell, CD4, naive_Ovarian cancer_ieu-a-1120",0.35309555,0.93480279,1
"CRHR1-IT1_NK cell, CD56dim CD16+",CRHR1-IT1,"NK cell, CD56dim CD16+",1,0.103058968,0.014674202,NA,NA,2.17E-12,NA,NA,NA,NA,NA,NA,NA,0.074297532,0.131820404,1.108556777,1.077127238,1.1409034,7.42E-10,Ovarian cancer,ieu-a-1120,"CRHR1-IT1_NK cell, CD56dim CD16+_Ovarian cancer_ieu-a-1120",0.293472535,0.994629231,1
"KANSL1-AS1_T cell, CD4, TFH",KANSL1-AS1,"T cell, CD4, TFH",1,0.09373187,0.013800344,NA,NA,1.11E-11,NA,NA,NA,NA,NA,NA,NA,0.066683196,0.120780545,1.098265229,1.068956775,1.128377257,2.14E-09,Ovarian cancer,ieu-a-1120,"KANSL1-AS1_T cell, CD4, TFH_Ovarian cancer_ieu-a-1120",0.356935905,0.92626958,1
"KANSL1-AS1_NK cell, CD56dim CD16+",KANSL1-AS1,"NK cell, CD56dim CD16+",1,0.095308869,0.014032529,NA,NA,1.11E-11,NA,NA,NA,NA,NA,NA,NA,0.067805112,0.122812626,1.099998558,1.070156727,1.130672542,2.14E-09,Ovarian cancer,ieu-a-1120,"KANSL1-AS1_NK cell, CD56dim CD16+_Ovarian cancer_ieu-a-1120",0.40509677,0.92626958,1
"KANSL1-AS1_Monocyte, classical",KANSL1-AS1,"Monocyte, classical",1,0.091739119,0.013506947,NA,NA,1.11E-11,NA,NA,NA,NA,NA,NA,NA,0.065265503,0.118212736,1.096078839,1.067442396,1.125483516,2.14E-09,Ovarian cancer,ieu-a-1120,"KANSL1-AS1_Monocyte, classical_Ovarian cancer_ieu-a-1120",0.360828008,0.92626958,1
